,vids,labels
0,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_29.mp4,0
1,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_30.mp4,0
2,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_31.mp4,0
3,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_32.mp4,0
4,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_33.mp4,0
5,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_34.mp4,0
6,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_35.mp4,0
7,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_36.mp4,0
8,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_37.mp4,0
9,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_38.mp4,0
10,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_39.mp4,0
11,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_40.mp4,0
12,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_41.mp4,0
13,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_42.mp4,0
14,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_43.mp4,0
15,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_44.mp4,0
16,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_45.mp4,0
17,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_46.mp4,0
18,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_47.mp4,0
19,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_48.mp4,0
20,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_49.mp4,0
21,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_50.mp4,0
22,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_51.mp4,0
23,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_IA_0%3A06%3A45.816667-0%3A07%3A35.48333330fps_clip_52.mp4,0
24,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_25.mp4,0
25,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_26.mp4,0
26,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_27.mp4,0
27,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_28.mp4,0
28,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_29.mp4,0
29,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_30.mp4,0
30,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_31.mp4,0
31,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_32.mp4,0
32,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_33.mp4,0
33,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_34.mp4,0
34,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_35.mp4,0
35,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_36.mp4,0
36,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_37.mp4,0
37,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_38.mp4,0
38,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_39.mp4,0
39,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_40.mp4,0
40,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_41.mp4,0
41,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_42.mp4,0
42,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A08%3A41-0%3A09%3A21.73333330fps_clip_43.mp4,0
43,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A09%3A40.150000-0%3A09%3A56.20000030fps_clip_44.mp4,0
44,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A09%3A40.150000-0%3A09%3A56.20000030fps_clip_45.mp4,0
45,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A09%3A40.150000-0%3A09%3A56.20000030fps_clip_46.mp4,0
46,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A09%3A40.150000-0%3A09%3A56.20000030fps_clip_47.mp4,0
47,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A09%3A40.150000-0%3A09%3A56.20000030fps_clip_48.mp4,0
48,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A09%3A40.150000-0%3A09%3A56.20000030fps_clip_49.mp4,0
49,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4859_Visco-Absaugung_0%3A09%3A40.150000-0%3A09%3A56.20000030fps_clip_50.mp4,0
50,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4939_IA_0%3A02%3A42.400000-0%3A03%3A34.76666730fps_clip_244.mp4,0
51,/home/itec/sahar/Domain_Adaptation/DA_main/multiclass_cataract_4class/IAandAbsaugung/case_4939_IA_0%3A02%3A42.400000-0%3A03%3A34.76666730fps_clip_245.mp4,0
